FID,Shape *,OBJECTID,GIS_Featur,Status,MATERIAL,MATERIAL_CD,Mat_Fact,TARGET_Mat_Fact,Age,Remaining_Life,RSL,TARGET_Remaining_Life,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,TARGET_RSL_Level,MaterialCl,INSTALL_DA,FRM_NODE,TO_NODE,DIAMETER,LEN_M,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,INST_YR,TotBrks,TotBrks_Lenght,BRK_SCR,BRK_SCR_TARGET,TotBrks_Level,BRKS_FVYRS,BRKS_FVYRS-Lenght,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,StreetNumb,StreetName,StreetFrom,StreetTo,Owner,Constructe,Condition,JointType,CFactor,CFactorDat,Corrosio_1,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,Flushed,FlushDate,EasementLo,Memo,PipeLocati,ImportantC,AssumeDate,GIS_ID,Constructe,Corrosio_1,TEXTLABEL,TOBEREPLAC,HANSEN_COM,TRANS,TotBrks,SOIL,WaterBodie,Under Bridger,RoadWay,Forest_Gre,River_cree,LandFill,WL,HWY,RWY,TracerWire,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,FlushDate,Easement,EasementLo,DeadEnd,RoadClass,ReportNumb,DrawingNum,HydrantCon,Maintenanc,MeterRoute,HighLevelA,MapGrid,CriticalCr,PipeLocati,ImportantC,CorrosionP,Medical_Services,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_,,BreakDate1,BreakYear1,BreakDate2,,BreakYear2,BreakDate3,BreakYear3,,BreakDate4,BreakYear4,,BreakDate5,BreakYear5,,BreakDate6,BreakYear6,,BreakDate7,BreakYear7,,BreakDate8,BreakYear8,,BreakDate9,BreakYear9,,BreakDat_10,BreakYear10,,BreakDat-2,,BreakDat-3,,BreakDat-4,,BreakDat-5,,BreakDat-6,BreakDat-7,BreakDat-8,BreakDat-9,,BreakDa-10,,BreakDa-11,BreakDa-12,,BreakDa-13,BreakDa-14,BreakDa-15,BreakDa-16,BreakDa-17,,CauseOfBre,CauseOfB_1,CauseOfB_2,CauseOfB_3,CauseOfB_4,CauseOfB_5,CauseOfB_6,CauseOfB_7,CauseOfB_8,CauseOfB_9,CauseOf_10,CauseOf_11,CauseOf_12,CauseOf_13,CauseOf_14,CauseOf_15,CauseOf_16,CauseOf_17,CauseOf_18,CauseOf_19,CauseOf_20,CauseOf_21,CauseOf_22,CauseOf_23,CauseOf_24,CauseOf_25,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,AssetName,Components,EOCCategor,EOCRecepti,EMSCategor,EMSTier1Cl,EMSTier2Cl,EMSHierarc,Rotation,NEW_DEVELO,Development,GIS_ID_12,FILE_NO,Planner,Status_1,CONDO_PLAN,CPLANYEAR
10,Polyline,2023,L15452,ACTIVE,CONC,CPP,1,0.25,33,80,80,55.25,55.25,0,0,Very Low,Very Low,C301L,1984_01_01,N1403,N1404,750,1.8,1.8,1.35,2700,9.333333333,15,1984,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,ARVA PUMPING STATION,MEDWAY RD,MEDWAY RD,CITY, ,UNKN,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,4, ,3000-01-01,750 CONC, ,L15452,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-65, ,1,1,0,1,15,0.027594581,1.73298E-17,1.55969E-05,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,15,6.6,15,0,10,9,240,109.2,Very High,Moderately Low,5,2,660,559.5,UP SIZE,REPLACE,4,3,John Gillies Arva Pumping Station, ,Waterworks,n/a,Infrastructure,Energy,Pumping Station,ems.infrastructure.energy.pumpingStation,90,NO,0,0, , , , , 
11,Polyline,2024,L15453,ACTIVE,CONC,CPP,1,0.25,33,80,80,55.25,55.25,0,0,Very Low,Very Low,C301L,1984_01_01,N14,N1403,750,28.82,28.82,21.615,43230,9.333333333,15,1984,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,ARVA PUMPING STATION,MEDWAY RD,MEDWAY RD,CITY, ,UNKN,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,5, ,3000-01-01,750 CONC, ,L15453,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-65, ,1,1,0,1,15,0.027594581,2.7747E-16,0.000249723,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,15,6.6,15,0,10,9,240,109.2,Very High,Moderately Low,5,2,660,559.5,UP SIZE,REPLACE,4,3,John Gillies Arva Pumping Station, ,Waterworks,n/a,Infrastructure,Energy,Pumping Station,ems.infrastructure.energy.pumpingStation,90,NO,0,0, , , , , 
12,Polyline,2025,L15454,ACTIVE,CONC,CPP,1,0.25,52,80,80,41,41,0,5,Very Low,Medium,C301E,1965_01_01,N1404,N13,750,16,16,12,24000,9.333333333,15,1965,0,0,0,6,,0,0,0,6,,120,284.8,Moderately Low,Medium,2,3, ,ARVA PUMPING STATION,MEDWAY RD,MEDWAY RD,CITY, ,UNKN,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,6, ,3000-01-01,750 CONC, ,L15454,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-65,Unknown,1,1,0,1,15,0.027594581,1.54043E-16,0.000138639,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,15,6.6,15,0,10,9,240,109.2,Very High,Moderately Low,5,2,660,604,UP SIZE,UP SIZE,4,4,John Gillies Arva Pumping Station, ,Waterworks,n/a,Infrastructure,Energy,Pumping Station,ems.infrastructure.energy.pumpingStation,90,NO,0,0, , , , , 
13,Polyline,2026,L15455,ACTIVE,CONC,CPP,1,0.25,52,80,80,41,41,0,5,Very Low,Medium,C301E,1965_01_01,N13,N12,900,3.4,3.4,2.55,5100,9.333333333,15,1965,0,0,0,6,,0,0,0,6,,120,284.8,Moderately Low,Medium,2,3, ,ARVA PUMPING STATION,MEDWAY RD,MEDWAY RD,CITY, ,UNKN,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,7, ,3000-01-01,900 CONC, ,L15455,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-65, ,1,1,0,1,15,0.026197846,1.24893E-17,1.12403E-05,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,15,6.6,15,0,10,9,240,109.2,Very High,Moderately Low,5,2,660,604,UP SIZE,UP SIZE,4,4,John Gillies Arva Pumping Station, ,Waterworks,n/a,Infrastructure,Energy,Pumping Station,ems.infrastructure.energy.pumpingStation,90,NO,0,0, , , , , 
14,Polyline,2027,L11736,ACTIVE,CI,CI,0.3,0.25,86,19.8,19.8,15.5,15.5,10,10,Moderately High,Moderately High,PIT RUN,1931_01_01,N4831,N5466,150,115.986514,115.986514,86.9898855,173979.771,2.31,10,1931,2,0.017243384,5,7.35,,0,0,0,6,,200,296.815,Medium,Moderately High,3,4, ,LOGAN AVE,ROSS ST,GROSVENOR ST,CITY, ,NREP,UNKN,34,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,18887614, ,3000-01-01,150 CI, ,L11736,0,2,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,1, , , ,80-61, ,1,1,0,0,15,0.04681637,5.92043E-12,5.32839072,15,,1984-12-10,1984,2002-01-29,,2002,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,CORROSION,DEFECTIVE PIPE, , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,590,555.115,REPLACE,REPLACE,3,3, , , , , , , , ,0,NO,0,0, , , , , 
15,Polyline,2028,L6833,ACTIVE,CI,CI,0.3,0.25,25,62.5,62.5,61.25,61.25,0,0,Very Low,Very Low,0,1992_01_09,N8631,N8633,150,16.4,16.4,12.3,24600,7.291666667,15,1992,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1151,FLORENCE ST,ELEANOR ST,ELEANOR ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,10745289, ,3000-01-01,100 CI, ,L6833,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,82-59, ,0,0,0,0,15,0.04681637,8.37124E-13,0.753411796,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,334, , ,REGISTERED,MCC 254,1992
16,Polyline,2029,L14801,ACTIVE,DI,DI,0.5,0.26,22,69,69,63.72,63.72,0,0,Very Low,Very Low,CL 52,1995_06_27,N3296,N105,200,2.43,2.43,1.8225,3645,8.05,15,1995,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,900,KING ST,FLORENCE ST,FLORENCE ST,PRIVATE, ,SATI,UNKN,150,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,24993180, ,3000-01-01,200 DI, ,L14801,0,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,95-150,0,0, , , ,82-59,Unknown,0,0,0,0,15,0.042136065,2.6492E-14,0.023842808,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
17,Polyline,2030,L15456,ACTIVE,CONC,CPP,1,0.25,52,80,80,41,41,0,5,Very Low,Medium,C301E,1965_01_01,N12,N11,1050,37.53,37.53,28.1475,56295,9.333333333,15,1965,0,0,0,6,,0,0,0,6,,120,284.8,Moderately Low,Medium,2,3, ,ARVA PUMPING STATION,MEDWAY RD,MEDWAY RD,CITY, ,UNKN,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,8, ,3000-01-01,1050 CONC, ,L15456,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-65, ,1,1,0,1,15,0.025098027,6.11049E-17,5.49944E-05,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,15,10.2,15,0,10,9,240,134.4,Very High,Medium,5,3,660,629.2,UP SIZE,UP SIZE,4,4,John Gillies Arva Pumping Station, ,Waterworks,n/a,Infrastructure,Energy,Pumping Station,ems.infrastructure.energy.pumpingStation,90,NO,0,0, , , , , 
18,Polyline,2031,L4151,ACTIVE,PVC,PVC,0.1,0.04,28,54.8,54.8,53.12,53.12,0,0,Very Low,Very Low,DR 18,1989_01_01,N10589,N1050,300,55.84,55.84,41.88,83760,6.393333333,15,1989,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,IRISH LANE,MEG DR,MEG DR,CITY, ,UNKN,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,6583781, ,3000-01-01,300 PVC, ,L4151,1,0,Clay,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,1,1,0,0,0, , , ,81-52, ,1,1,0,0,15,0.03664517,6.97205E-14,0.06274845,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,418.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,550, , ,REGISTERED,MCC 236,1991
19,Polyline,2032,L15457,ACTIVE,CONC,CPP,1,0.25,52,80,80,41,41,0,5,Very Low,Medium,C301E,1965_01_01,N11,N10,900,6.1,6.1,4.575,9150,9.333333333,15,1965,0,0,0,6,,0,0,0,6,,120,284.8,Moderately Low,Medium,2,3, ,ARVA PUMPING STATION,MEDWAY RD,MEDWAY RD,CITY, ,UNKN,UNKN,110,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,9, ,3000-01-01,900 CONC, ,L15457,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,74-65, ,1,1,0,0,15,0.026197846,2.24072E-17,2.01665E-05,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,15,6.6,15,0,10,9,240,109.2,Very High,Moderately Low,5,2,660,604,UP SIZE,UP SIZE,4,4, , , , , , , , ,0,NO,0,0, , , , , 
20,Polyline,2033,L221,ACTIVE,DI,DI,0.5,0.26,31,64.5,64.5,57.06,57.06,0,0,Very Low,Very Low,CL 52,1986_01_01,N3069,N1386,100,77.71,77.71,58.2825,116565,7.525,15,1986,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,CONIFER PL,TIMBER DR,TIMBER DR,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,295341, ,3000-01-01,100 DI, ,L221,0,0,Silt,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,1,1,0,0,0, , , ,71-55, ,1,1,0,0,15,0.054860098,3.5297E-11,31.76732261,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,510,496.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
21,Polyline,2034,L6216,ACTIVE,CI,CI,0.3,0.25,101,9.3,9.3,4.25,4.25,15,15,Very High,Very High,PIT RUN,1916_01_01,N2524,N9011,150,207.969897,207.969897,155.9774228,311954.8455,1.085,10,1916,0,0,0,6,,2,0.009616776,5,7.35,,240,341.315,Medium,Moderately High,3,4, ,ARUNDELL ST,HAMILTON RD,HAMILTON RD,CITY, ,UNKN,UNKN,30,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,9824865, ,3000-01-01,150 CI, ,L6216,0,2,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,1,1,0,0,1, , , ,83-58,Unknown,1,1,0,0,15,0.04681637,1.06156E-11,9.554083755,15,1,2013-06-13,2013,2014-09-18,1,2014,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,CORROSION,WATER HAMMER, , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,630,599.615,REPLACE,REPLACE,3,3, , , , , , , , ,0,NO,0,0, , , , , 
22,Polyline,2035,L240,ACTIVE,DI,DI,0.5,0.26,46,57,57,45.96,45.96,0,5,Very Low,Medium,CL 52,1971_01_01,N3081,N13509,150,107.56,107.56,80.67,161340,6.65,15,1971,0,0,0,6,,1,0.009297136,5,7.35,,160,296.815,Moderately Low,Moderately High,2,4, ,CHATEAU CRT,SOUTHFIELD CRES,SOUTHFIELD CRES,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,305032, ,3000-01-01,150 DI, ,L240,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,1,1,0,0,0, , , ,72-55, ,1,1,0,0,15,0.04681637,5.49031E-12,4.941278827,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,550,555.115,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
23,Polyline,2036,L1331,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N12590,N12589,150,3.63,3.63,2.7225,5445,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,740,WONDERLAND RD S,VILLAGE GREEN AVE,VILLAGE GREEN AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,2048453, ,3000-01-01,150 CI, ,L1331,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , ,WESTMOUNT/PONDMILLS,76-55, ,0,0,0,0,15,0.04681637,1.8529E-13,0.166761269,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,490,501.1,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,YES,1,473, , ,REGISTERED,MCC 221,1991
24,Polyline,2037,L20430,ACTIVE,PVC,PVC,0.1,0.04,15,66.5,66.5,65.6,65.6,0,0,Very Low,Very Low,DR 18,2002_11_22,N13614,N13613,150,10.27,10.27,7.7025,15405,7.758333333,15,2002,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1207,ROYAL YORK RD,HUNT CLUB DR,HUNT CLUB DR,PRIVATE, ,SATI,UNKN,130,2002-11-22,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,IRRIGATION TO OAK PARK,0,0,<Null>,25629144, ,3000-01-01,150 PVC, ,L20430,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,2002-149,0,0, , , ,73-58, ,0,0,0,0,15,0.04681637,5.24224E-13,0.471801167,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
25,Polyline,2038,L3464,ACTIVE,CI,CI,0.3,0.25,138,-16.6,0,-23.5,0,15,15,Very High,Very High,PIT RUN,1879_01_01,N10743,N10742,300,13.2,13.2,9.9,19800,-1.936666667,5,1879,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,YORK ST,WATERLOO ST,WATERLOO ST,CITY, ,NREP,UNKN,54,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,1900,1,1,<Null>,5601488, ,3000-01-01,300 CI, ,L3464,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,80-59, ,1,1,0,1,15,0.03664517,1.64812E-14,0.014833086,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,430,463.3,RELINE - REHAB,RELINE - REHAB,2,2,London Free Press,News Office,Urban CI,n/a,Infrastructure,Communications and IT,Communication Facility,ems.infrastructure.communicationsAndIT.communicationFacility,90,NO,0,0, , , , , 
26,Polyline,2039,L14644,ACTIVE,PVC,PVC,0.1,0.04,23,59.3,59.3,57.92,57.92,0,0,Very Low,Very Low,DR 18,1994_02_04,N3362,N223,250,23.09,23.09,17.3175,34635,6.918333333,15,1994,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,EDGEVALLEY RD,COBBLESTONE ST,COBBLESTONE ST,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,24776895, ,3000-01-01,250 PVC, ,L14644,1,0,Alluvium,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,2,94-084,0,0, , , ,81-64, ,1,1,0,0,15,0.038972696,7.62937E-14,0.068664373,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,700, , ,REGISTERED,MCC 342,1996
27,Polyline,2040,L15294,ACTIVE,PVC,PVC,0.1,0.04,28,54.8,54.8,53.12,53.12,0,0,Very Low,Very Low,DR 18,1989_01_01,N632,N6306,150,166.36,166.36,124.77,249540,6.393333333,15,1989,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,BASSENTHWAITE CRES,AMBLESIDE DR,AMBLESIDE DR,CITY, ,UNKN,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,15995360, ,3000-01-01,150 PVC, ,L15294,1,0,Silt,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,1, , , ,75-63, ,1,1,0,0,15,0.04681637,8.49171E-12,7.642535754,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,510,498.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
28,Polyline,2041,L830,ACTIVE,DI,DI,0.5,0.26,40,60,60,50.4,50.4,0,0,Very Low,Very Low,CL 52,1977_01_01,N13105,N13048,200,20.97,20.97,15.7275,31455,7,15,1977,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,FIDDLERS GREEN RD,HYDE PARK RD,HYDE PARK RD,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,1264383, ,3000-01-01,200 DI, ,L830,0,0,Clay,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,74-58, ,1,1,0,0,15,0.042136065,2.28616E-13,0.205754598,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,91,39CD-01516,HMN,REGISTERED,MCC 501,2002
29,Polyline,2042,L3862,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N11096,N11124,150,12.86,12.86,9.645,19290,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,186,KING ST,RICHMOND ST,RICHMOND ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,5835153, ,3000-01-01,150 CI, ,L3862,0,0,Unknown,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,79-58,Unknown,0,0,0,1,15,0.04681637,6.56428E-13,0.590785103,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,490,501.1,RELINE - REHAB,REPLACE,2,3,Hudson Taylor Lodge, ,Retirement and Nursing Homes - Care Facilities,n/a,Infrastructure,Special Care,Elder Care,ems.infrastructure.specialCare.elderCare,90,YES,1,74,39CD-06515,TG,LAPSED, , 
